ID,Account Type,Opening Balance,Closing Balance
K06043587,High Growth,135210.25,91452.23
U08953648,Balanced,58373.52,45394.31
E07104852,Balanced,36717.83,28388.36
V00741838,Balanced,28428.72,21879.03
T04276071,High Growth,42346.15,28351.44
W07779604,Low Risk,25310.52,21513.49
R03698719,High Growth,27819.13,18480.39
B02391812,Balanced,18362.57,13974.2
P09717864,Balanced,28953.5,22291.13
F01362105,Low Risk,30668.29,26091.31
E06564654,Balanced,45232.24,35074.63
N03259981,Balanced,18285.05,13913.33
D08092571,Low Risk,80901.96,69012.31
D07712001,Balanced,31930.94,24629.28
P05606584,Low Risk,29216.09,24850.51
Y07460751,High Growth,63509.67,42731.97
Z06302818,High Growth,26325.39,17465.4
X07442218,High Growth,27522.31,18278.7
P00463850,Balanced,42714.83,33097.74
G01715056,High Growth,26246.32,17411.67
G03124820,High Growth,46161.77,30944.14
Y01430394,Low Risk,39641.98,33758.67
F00246048,High Growth,23733.93,15704.51
E05085779,Balanced,18952.09,14437.15
Z09996521,Balanced,16943.6,12859.9
X08932626,High Growth,24673.0,16342.61
G06689222,Low Risk,60728.87,51775.88
E04166147,High Growth,15910.44,10388.48
J04968099,Balanced,52061.77,40437.77
W06573535,Low Risk,26860.05,22837.45
U05993454,Low Risk,38979.84,33192.92
V05435041,Balanced,17798.6,13531.32
Z09600256,Balanced,21180.3,16186.93
I03105579,Balanced,14297.22,10781.73
K03608314,Low Risk,19297.4,16375.72
I06500851,High Growth,11325.09,7272.76
P05796579,Balanced,13949.22,10508.45
L04758588,Low Risk,11827.26,9993.03
A02037760,High Growth,57404.4,38583.46
V09804049,Low Risk,29972.34,25496.67
Y03365309,Low Risk,76582.24,65321.43
J08158928,Low Risk,32061.9,27282.05
Q01892908,High Growth,6152.09,3757.72
R00594052,Low Risk,10287.05,8677.03
N07039147,Low Risk,61869.92,52750.82
K06505631,Low Risk,120214.38,102601.9
P03409224,Balanced,13532.86,10181.49
S07668112,Low Risk,43738.59,37258.93
B03405330,High Growth,11295.16,7252.42
F00527284,High Growth,40598.47,27163.9
H09818882,Balanced,64037.82,49842.42
T03958730,Low Risk,51166.39,43605.44
E05572512,High Growth,51210.99,34375.07
L09510384,Low Risk,20588.8,17479.12
O02570291,Balanced,97574.78,76178.59
A08796656,High Growth,59321.37,39886.04
B05534115,High Growth,14172.53,9207.58
Y02329787,High Growth,18626.42,12233.98
W04766640,High Growth,59092.55,39730.55
Q03808559,Balanced,43350.66,33597.05
A07197574,Low Risk,18639.79,15813.84
T03881032,High Growth,80343.46,54170.46
F04096618,Balanced,45262.87,35098.68
X05256032,Low Risk,96996.1,82763.58
A01156578,Low Risk,9580.5,8073.33
T04206413,Balanced,53338.89,41440.68
B00577073,Balanced,56401.15,43845.44
R00181477,Low Risk,52532.92,44773.04
H08612073,Low Risk,42132.25,35886.43
B02954226,Balanced,37715.6,29171.9
V09199235,High Growth,34058.8,22720.22
M01427921,Low Risk,42794.44,36452.22
A01797472,Balanced,40066.68,31018.18
V08696315,High Growth,53631.38,36019.71
D04938519,Balanced,29968.85,23088.47
W01055434,Balanced,38151.52,29514.22
X09158613,High Growth,34861.07,23265.36
Y05619747,High Growth,11434.8,7347.3
M05475817,High Growth,17927.82,11759.29
I04828694,Balanced,26683.65,20508.65
M08806709,Balanced,19113.23,14563.69
X06603085,High Growth,30145.57,20061.2
C04928469,Low Risk,47981.65,40884.31
T08455659,High Growth,33104.56,22071.82
J04107311,High Growth,20837.15,13736.16
L07743176,High Growth,10281.01,6563.31
M01888891,Low Risk,17829.01,15121.08
J03215639,High Growth,31612.18,21057.75
N02903521,Balanced,35152.51,27159.14
O03204239,Balanced,72850.76,56763.11
V06815201,Low Risk,64777.16,55234.85
T04483562,High Growth,25537.87,16930.28
N08484453,High Growth,22856.69,15108.43
D01739582,High Growth,35129.16,23447.53
O06460769,Low Risk,31475.93,26781.38
E00188164,High Growth,11721.68,7542.24
E09435891,Balanced,85675.16,66833.96
X00298815,Balanced,52955.64,41139.72
M00502280,Low Risk,37823.54,32204.95
V09991464,Low Risk,28764.39,24464.57
O00624245,Balanced,23055.31,17659.35
X06333026,Low Risk,43361.54,36936.77
J08053991,Low Risk,51155.22,43595.9
X09670058,High Growth,69210.73,46605.82
S01430845,Low Risk,24886.14,21150.89
B07838907,Low Risk,30406.23,25867.4
Y09279333,Balanced,76055.29,59279.59
L09846503,High Growth,17327.6,11351.44
U02758644,High Growth,20128.27,13254.48
M05402847,Balanced,14444.76,10897.59
Y01449642,Low Risk,17666.08,14981.87
Q02110859,Balanced,41572.85,32200.95
C03278421,Balanced,51901.63,40312.02
U07324592,Low Risk,31748.02,27013.86
C05547171,Balanced,52664.69,40911.24
C05684489,High Growth,44585.73,29873.23
Y02495936,Low Risk,43439.15,37003.08
U04014099,Balanced,32447.8,25035.16
R05624506,Low Risk,39689.45,33799.23
J09772182,Low Risk,11912.07,10065.49
I09769394,High Growth,23153.22,15309.92
D00264254,High Growth,51414.5,34513.35
J03641487,Low Risk,66623.41,56812.33
M04507711,High Growth,21079.7,13900.97
Q05827421,High Growth,25633.99,16995.6
A07987719,High Growth,49292.85,33071.7
Z06532575,High Growth,28208.62,18745.05
P02767315,High Growth,48378.23,32450.22
Z05760539,High Growth,18258.4,11983.91
C01996421,Balanced,25787.52,19804.93
Z03547916,Low Risk,35572.67,30281.74
O06389194,Low Risk,42372.94,36092.08
J09309114,Balanced,51719.39,40168.91
M02742366,Low Risk,40200.85,34236.19
Y09957366,Low Risk,43203.93,36802.1
W05711281,Low Risk,47781.66,40713.43
V01979662,Balanced,61293.75,47687.54
D06612468,Balanced,41603.78,32225.24
Z07540774,High Growth,60459.1,40659.12
F04531448,High Growth,22421.48,14812.71
C00639265,Balanced,17974.62,13669.55
G00256295,Balanced,43572.01,33770.87
C00240581,Low Risk,45163.21,38476.16
Y04794395,High Growth,15838.82,10339.82
C06475467,Low Risk,34188.33,29098.93
Z01961605,Balanced,34090.32,26325.01
O08385576,Low Risk,31335.12,26661.07
L05530907,High Growth,70016.42,47153.28
S03358605,Low Risk,31319.72,26647.91
R08276196,Balanced,40143.31,31078.35
C04276495,Balanced,26425.97,20306.29
M06111532,Balanced,29881.6,23019.96
Y05526354,Balanced,53422.47,41506.32
S00563932,High Growth,30531.16,20323.2
L04551546,Low Risk,14578.27,12343.56
J08956334,Balanced,21073.68,16103.2
X03508626,High Growth,24290.33,16082.59
W08677968,Low Risk,60261.41,51376.47
X01711639,High Growth,17262.36,11307.11
L07136660,Balanced,24931.8,19132.94
Z01178283,Balanced,27297.49,20990.69
C00370299,Balanced,58627.59,45593.83
C01709253,Low Risk,32476.46,27636.26
S02064673,Low Risk,29069.45,24725.22
W06703481,Balanced,33143.62,25581.58
F03051819,Low Risk,45115.67,38435.54
M08620614,Balanced,67776.1,52778.05
T02354309,Low Risk,31358.77,26681.27
T06602121,Balanced,41233.74,31934.65
M03440608,Low Risk,24002.25,20395.67
G04146239,High Growth,14812.0,9642.1
X01039144,Balanced,24563.55,18843.76
G09538383,Balanced,52027.63,40410.96
L00972696,Low Risk,37550.63,31971.77
V04384058,Low Risk,9886.37,8334.68
N07424821,Balanced,21859.61,16720.39
T02043216,High Growth,27941.2,18563.34
Y02048716,Low Risk,20760.61,17625.92
B08203352,Balanced,13982.61,10534.67
E02680738,High Growth,39033.9,26100.78
V08650476,High Growth,9135.79,5785.14
M00127256,Low Risk,28608.38,24331.27
R01886678,Low Risk,61845.93,52730.33
V04601964,High Growth,45673.3,30612.23
W02555872,Low Risk,38942.34,33160.88
F09900169,High Growth,34095.47,22745.14
U06222360,High Growth,44172.9,29592.71
V09157515,Low Risk,18666.34,15836.52
T09574477,High Growth,33602.2,22409.96
G08123312,Balanced,39043.88,30214.98
B04650680,Balanced,41880.92,32442.88
T08767747,Balanced,9249.15,6817.55
O00814736,High Growth,28969.08,19261.78
Y05183110,Low Risk,31620.39,26904.81
S05103005,High Growth,12685.22,8196.96
L03201733,Balanced,36237.62,28011.26
D07793602,Low Risk,31549.78,26844.48
E07877370,Low Risk,49817.28,42452.72
P02323392,Low Risk,58238.48,49648.02
P01505912,Low Risk,66680.05,56860.73
G09709309,High Growth,44853.57,30055.22
H02904281,Low Risk,55258.79,47102.1
T08725066,Balanced,39543.85,30607.6
M04578444,High Growth,28897.39,19213.06
F09975162,High Growth,41168.98,27551.56
W09693885,High Growth,19898.81,13098.56
N03876487,High Growth,12372.73,7984.62
P08007845,Balanced,72738.95,56675.31
R05459111,High Growth,36876.89,24635.1
Z01909306,Low Risk,15943.68,13510.21
S01195849,High Growth,21976.35,14510.25
I07602628,Balanced,21781.87,16659.34
B06447570,Low Risk,32321.35,27503.73
K02489139,High Growth,50853.0,34131.81
M07264411,High Growth,31636.77,21074.46
J00036873,Balanced,27091.81,20829.17
F02117559,Balanced,22721.38,17397.12
G02361909,High Growth,29610.5,19697.62
R07800274,Low Risk,42993.42,36622.23
D07909663,High Growth,67614.79,45521.38
Q02447409,Low Risk,54236.04,46228.23
R03790404,Balanced,26443.63,20320.16
T01712014,Balanced,55799.19,43372.72
G03646666,High Growth,38573.95,25788.25
Y08887814,Balanced,30907.26,23825.4
F03848358,Low Risk,26062.04,22155.61
F03861687,High Growth,29358.4,19526.32
H01719972,Balanced,26111.99,20059.73
X02720045,Balanced,81257.66,63364.95
P08379447,Balanced,21151.28,16164.14
U09273987,High Growth,37217.68,24866.67
P01180822,Balanced,48132.67,37352.3
F01101726,Low Risk,38946.79,33164.68
Y07962738,High Growth,20308.59,13377.01
R00052428,Balanced,10479.55,7783.76
H03722223,Balanced,25944.83,19928.46
I04888178,Balanced,28911.21,22257.92
E04491878,Balanced,29667.47,22851.8
K06619623,High Growth,31507.67,20986.74
F09183454,High Growth,33588.96,22400.97
T07932405,Low Risk,26630.02,22640.9
O04298898,Low Risk,35502.1,30221.45
H06026325,High Growth,41539.84,27803.56
H02984616,Balanced,57094.68,44390.06
S06808662,High Growth,58324.43,39208.62
V04564870,Balanced,41118.41,31844.09
S02110432,Balanced,37031.19,28634.44
Z08398524,Low Risk,31953.65,27189.56
G00612041,Balanced,31959.38,24651.61
E04765276,Low Risk,35167.93,29935.92
S01048071,High Growth,26875.12,17838.94
X05586032,Balanced,37983.33,29382.15
F09616370,Low Risk,26833.02,22814.35
K01701145,Low Risk,52342.02,44609.93
Q03856522,Low Risk,18125.95,15374.8
Y09561971,Balanced,39990.49,30958.35
A07732531,Low Risk,64460.5,54964.29
Q07091472,Low Risk,38486.71,32771.58
Z01106508,Balanced,37648.01,29118.82
V03520089,Low Risk,49223.33,41945.24
T02559786,High Growth,32419.24,21606.15
F08778965,High Growth,9073.88,5743.07
P04218828,Balanced,16431.28,12457.58
L03815025,Low Risk,27195.47,23124.04
Y08181844,High Growth,24209.62,16027.74
J06135969,Low Risk,38599.05,32867.57
O02277016,Low Risk,59252.88,50514.75
R07693152,High Growth,15119.15,9850.8
A07285174,Low Risk,40166.03,34206.44
W08246879,Balanced,18137.69,13797.61
S03856995,High Growth,29655.41,19728.14
O00150360,Low Risk,20218.28,17162.54
D03748154,High Growth,25571.83,16953.36
N00639098,High Growth,22004.14,14529.13
M09760286,High Growth,36445.29,24341.83
S03410451,Balanced,34849.9,26921.5
D02661810,High Growth,18159.18,11916.49
J09486035,Balanced,17138.94,13013.3
R03471903,Balanced,26035.03,19999.29
S06337177,Low Risk,28978.15,24647.21
K03373053,High Growth,23659.71,15654.08
Q09591707,High Growth,34047.57,22712.59
K01157375,High Growth,108283.03,73155.29
F01806348,High Growth,28453.8,18911.65
T08272635,Balanced,83313.65,64979.5
J08406420,Low Risk,70298.67,59952.58
I06913459,Low Risk,59429.66,50665.8
K00262582,Low Risk,63886.33,54473.7
K07458640,Low Risk,31057.86,26424.17
E03797224,Low Risk,43635.41,37170.77
X03716150,Balanced,20158.29,15384.36
W00927597,Low Risk,62550.23,53332.1
J07581786,High Growth,9758.58,6208.32
T01552055,Low Risk,32631.07,27768.36
G08510972,Low Risk,18027.6,15290.76
K02734600,Balanced,23349.64,17890.49
T08069038,Low Risk,80245.73,68451.61
X02548411,High Growth,27285.38,18117.71
B00936635,High Growth,34950.13,23325.88
Z02882319,Balanced,56828.6,44181.11
B08115876,High Growth,19769.97,13011.02
Y03266089,Balanced,25667.09,19710.35
Z00111319,High Growth,30374.47,20216.73
O04341116,Low Risk,46091.3,39269.15
K08342619,Balanced,34525.66,26666.88
K05953937,High Growth,23658.58,15653.31
O03638179,High Growth,11318.15,7268.04
S00101337,High Growth,34064.77,22724.28
M01061607,High Growth,15090.14,9831.09
T01045194,Balanced,21046.69,16082.01
I06061546,Low Risk,30268.01,25749.3
F00861895,Low Risk,41423.95,35281.24
T02833789,High Growth,17582.46,11524.61
Z01664178,High Growth,11698.28,7526.34
X02285367,High Growth,42526.15,28473.75
R02307683,Balanced,44200.95,34264.77
T09683542,Balanced,42967.49,33296.15
A01718894,Balanced,16739.86,12699.91
N02441167,High Growth,41229.76,27592.86
Y07545752,Low Risk,36574.78,31137.97
G04352115,Low Risk,28907.19,24586.58
V08631083,High Growth,18443.05,12109.38
F03370997,Balanced,15923.57,12058.89
O01697946,Balanced,64850.89,50480.91
I01732912,Balanced,22367.4,17119.15
N00130766,High Growth,24649.16,16326.41
B04940077,Low Risk,52076.23,44382.83
V02065406,Low Risk,76802.74,65509.83
R04198469,Balanced,53067.04,41227.2
I04377811,High Growth,44640.91,29910.72
P08527472,Low Risk,22884.04,19440.24
I01529891,Low Risk,18974.55,16099.86
U08453650,Low Risk,21640.9,18378.06
J01189103,Balanced,20011.46,15269.06
T05591853,High Growth,22204.55,14665.31
I04711550,Balanced,11392.77,8500.9
S05141432,Balanced,19762.08,15073.22
G09169127,High Growth,50592.01,33954.47
S02010481,High Growth,17249.73,11298.53
R04701606,Low Risk,16615.53,14084.25
A01643731,High Growth,21286.55,14041.53
Y06583104,Low Risk,53139.93,45291.69
Y07975778,Low Risk,21737.97,18461.0
G00724745,Low Risk,20232.87,17175.01
G05899645,Low Risk,15214.99,12887.59
X06269503,High Growth,38454.74,25707.25
H08946124,High Growth,85614.25,57751.94
S07696314,High Growth,25148.79,16665.91
E08924585,Balanced,23254.04,17815.41
A00178990,Balanced,50182.67,38962.14
B02532033,Balanced,40347.72,31238.87
C01951777,Balanced,23129.0,17717.22
I04804213,Low Risk,50307.41,42871.5
B04995467,High Growth,43676.31,29255.28
R04380654,Balanced,33729.28,26041.49
G03366402,Low Risk,42659.96,36337.32
W05784453,High Growth,50430.42,33844.67
U00439413,Balanced,12519.73,9385.89
E09769618,Low Risk,18310.55,15532.52
P07783106,Balanced,22002.39,16832.51
S05322639,Low Risk,44620.89,38012.79
W08696143,High Growth,79405.62,53533.21
Q04033329,Balanced,38086.32,29463.02
U00704102,Low Risk,85948.72,73324.4
U00546478,Balanced,43845.32,33985.5
Z06964371,Balanced,14112.21,10636.45
K02845869,Balanced,76778.7,59847.68
D06404524,High Growth,35952.32,24006.86
H01548429,High Growth,24728.02,16379.99
L00561618,High Growth,20395.4,13436.0
G07990268,Low Risk,27666.11,23526.17
R00723561,Balanced,51198.57,39759.91
W05401281,Low Risk,28563.29,24292.74
E08708556,High Growth,17984.8,11798.0
X03267963,Balanced,23975.57,18382.02
O08963872,High Growth,10510.06,6718.95
W08605632,High Growth,26655.15,17689.47
E01103915,High Growth,25329.48,16788.68
I01759191,Low Risk,50170.24,42754.3
T06151877,High Growth,38427.0,25688.4
K00150642,Low Risk,24263.64,20619.0
S04303139,Low Risk,27478.2,23365.61
N03589545,Balanced,66240.93,51572.5
Z00963398,High Growth,34480.28,23006.62
D07614658,High Growth,42564.61,28499.89
C03272879,High Growth,35366.81,23609.01
S01012706,Low Risk,50816.51,43306.49
I06422167,Low Risk,29602.33,25180.53
R01018518,Low Risk,34686.09,29524.23
W08482408,Low Risk,64122.73,54675.69
R01689924,High Growth,37820.73,25276.44
P09439724,High Growth,36090.38,24100.67
Y05478340,Low Risk,18604.1,15783.34
E02084581,Low Risk,60879.28,51904.39
E09104156,Low Risk,20007.9,16982.79
C06418030,Low Risk,80227.87,68436.35
N01011068,Balanced,9783.91,7237.49
X03231354,Balanced,22691.78,17373.88
W02543086,High Growth,29841.0,19854.24
C09436608,Low Risk,28542.07,24274.61
I00795325,Balanced,36388.83,28130.01
H03608102,Low Risk,72144.65,61529.83
E02468724,High Growth,11259.19,7227.98
Z00195010,Balanced,17722.58,13471.63
L04455541,Low Risk,58036.4,49475.36
P00352846,Balanced,40520.13,31374.26
K02524359,High Growth,61874.84,41621.11
L06959697,High Growth,24930.08,16517.29
V03463411,High Growth,18835.39,12375.98
J03679827,Low Risk,20545.01,17441.71
Z09295731,Low Risk,38943.02,33161.46
J04713171,Low Risk,26304.87,22363.09
H04840227,High Growth,14741.76,9594.37
X00836677,High Growth,18979.82,12474.11
J06821197,Balanced,43904.13,34031.68
Y02447547,High Growth,44156.79,29581.77
K01357809,Low Risk,11762.16,9937.4
V02573962,Low Risk,26756.4,22748.89
O01059279,Balanced,34592.66,26719.49
P01690209,High Growth,16416.05,10732.04
K02349333,Low Risk,34197.11,29106.43
Q08164532,Low Risk,33218.16,28269.99
J08622604,Low Risk,26230.97,22299.94
L08678866,Balanced,31650.07,24408.71
V03269894,High Growth,44842.39,30047.63
J05998066,High Growth,40447.63,27061.41
P09037836,High Growth,26761.58,17761.79
I02456666,Low Risk,47275.81,40281.22
F09680921,Low Risk,51465.24,43860.79
G04360170,Balanced,41433.2,32091.29
Q07330811,Balanced,17116.91,12996.0
I09528409,High Growth,41625.04,27861.45
T03180310,Balanced,17968.18,13664.49
Q01652574,High Growth,37658.21,25166.01
S04578117,Low Risk,27521.18,23402.33
X07174129,Balanced,26667.94,20496.31
T04150637,High Growth,46844.37,31407.97
K02937003,High Growth,28912.24,19223.15
S09340608,Low Risk,22344.29,18979.06
E02751082,Balanced,97219.26,75899.4
W08847760,High Growth,65746.93,44252.18
S07375372,Balanced,30384.43,23414.82
V06085252,Low Risk,28247.39,24022.83
B03203820,High Growth,18467.5,12126.0
X08492241,Low Risk,37295.88,31754.1
Y09526563,Balanced,21173.31,16181.44
Q08018436,Balanced,30781.41,23726.57
I08525766,High Growth,62029.19,41725.99
O06578607,Low Risk,63164.51,53856.96
R06358781,Balanced,16686.12,12657.71
N08527702,Balanced,30807.78,23747.27
P05457531,Balanced,73726.72,57451.0
F08551061,High Growth,51880.88,34830.25
S00377442,Low Risk,31444.34,26754.39
I04081089,Low Risk,29522.12,25111.99
C06589696,Low Risk,29490.99,25085.39
W03924006,Low Risk,96773.61,82573.48
C07427568,Balanced,77710.79,60579.64
S04135631,Balanced,42960.56,33290.7
E00769540,High Growth,75537.36,50904.74
J00187180,High Growth,32505.86,21665.01
H00238437,Low Risk,22504.44,19115.9
D03501627,Low Risk,21543.5,18294.84
X00081284,High Growth,41274.96,27623.57
Q03867392,High Growth,25677.5,17025.16
T04028732,Low Risk,42121.39,35877.15
I08804862,High Growth,73700.7,49656.73
K00124518,Balanced,23150.38,17734.01
I09299131,High Growth,26563.74,17627.36
Y08200924,High Growth,23909.67,15823.93
X03941330,Balanced,21026.43,16066.1
Y03311273,High Growth,53346.61,35826.21
M00663571,Balanced,53340.01,41441.56
Q08329794,Balanced,63554.71,49463.04
G01492892,High Growth,23800.96,15750.06
O05285407,High Growth,49339.7,33103.53
Z09879885,Balanced,34161.86,26381.19
S04205111,Balanced,19778.72,15086.29
D04683492,Balanced,27029.79,20780.47
L09046907,High Growth,17948.21,11773.14
V05260460,High Growth,32464.65,21637.0
E02741224,Low Risk,26021.18,22120.69
Z06013611,Low Risk,7228.08,6063.36
L04587595,Balanced,63191.63,49177.92
E05375405,High Growth,41650.64,27878.85
E07145869,Low Risk,39241.93,33416.86
Z05400418,Low Risk,49877.54,42504.21
N03365157,Balanced,16928.73,12848.23
X08599772,High Growth,20507.0,13511.83
N09541569,Balanced,65791.61,51219.65
X09446705,High Growth,92562.97,62473.57
V04927608,Low Risk,38818.91,33055.42
N02797554,Balanced,36704.35,28377.78
H06526935,High Growth,98024.27,66184.5
Z05398047,Low Risk,26316.66,22373.16
E03210314,Low Risk,38271.32,32587.54
K04487507,Low Risk,42263.89,35998.9
R07590132,Low Risk,46951.22,40003.88
N07038481,Low Risk,24849.87,21119.9
U07538949,High Growth,45949.82,30800.12
Z03898396,High Growth,39527.78,26436.37
E06200387,High Growth,27029.04,17943.53
F04774017,Low Risk,49173.46,41902.63
Y08427610,Balanced,33979.46,26237.96
C04442822,High Growth,40349.15,26994.49
B06413026,High Growth,36988.86,24711.19
Q09884628,High Growth,44850.62,30053.22
R00543655,High Growth,33835.58,22568.54
L01675281,Balanced,31227.31,24076.73
T05981253,Balanced,36040.31,27856.32
V02037632,High Growth,37048.69,24751.84
W02059052,Balanced,40276.57,31183.0
H01498658,Low Risk,30229.78,25716.64
P07979187,High Growth,34026.14,22698.03
K03893794,Balanced,31812.98,24536.65
J04943245,High Growth,66092.26,44486.83
Y04837319,Balanced,22559.27,17269.82
K04025230,High Growth,31120.6,20723.73
U07969116,High Growth,34616.4,23099.11
W00731287,Low Risk,44808.88,38173.41
M09232792,High Growth,11755.56,7565.26
Q05839105,Balanced,10502.94,7802.13
D00646222,Balanced,21526.66,16458.92
P05694783,Balanced,16586.87,12579.77
Z05254575,High Growth,32020.74,21335.37
T00326353,Low Risk,43252.52,36843.62
V00801983,Balanced,48752.38,37838.95
K01903312,Low Risk,21222.6,18020.66
L06752561,High Growth,34755.05,23193.32
A07480466,High Growth,57238.27,38470.58
L00741275,Balanced,23357.29,17896.5
L07358553,High Growth,7688.08,4801.42
L02336113,High Growth,56958.73,38280.63
D02726653,Low Risk,32454.4,27617.41
L07401290,High Growth,26398.91,17515.36
M03670588,Low Risk,17278.07,14650.35
Y01453597,High Growth,13395.91,8679.87
J01056353,Balanced,82556.77,64385.13
F05417909,Balanced,44534.3,34526.54
F08830703,High Growth,33585.52,22398.63
Y00339406,High Growth,41076.19,27488.51
D00687664,High Growth,23893.6,15813.01
C08481498,High Growth,70858.58,47725.53
A08516090,Low Risk,17853.08,15141.65
S04466266,High Growth,28874.58,19197.56
W09915117,High Growth,8751.99,5524.35
N08953454,High Growth,28368.38,18853.6
T00394570,Balanced,14312.84,10794.0
F04757474,High Growth,30755.3,20475.51
J06281454,High Growth,49541.64,33240.75
R09566611,High Growth,29561.74,19664.49
F07890533,High Growth,50142.68,33649.15
V07116023,Balanced,21749.85,16634.19
O07901529,High Growth,24802.1,16430.33
A02187683,Balanced,40674.55,31495.53
V00680420,Low Risk,20499.11,17402.49
L06517615,Balanced,20703.81,15812.75
I09326766,Balanced,21822.01,16690.86
C04515955,Low Risk,62818.29,53561.14
G07411772,Balanced,33679.17,26002.14
E02784290,Balanced,22260.1,17034.89
A07184940,Balanced,50028.53,38841.1
T09953081,Balanced,31238.59,24085.58
Q02779903,Balanced,55031.76,42770.07
M02287513,Balanced,41656.54,32266.67
O04297949,Low Risk,11743.66,9921.6
Q01932213,Balanced,30077.37,23173.69
L07335260,Balanced,68370.73,53245.0
I09580940,High Growth,13607.57,8823.69
H04776669,High Growth,13230.46,8567.45
T00734424,High Growth,25825.71,17125.87
D01745873,High Growth,28491.26,18937.1
F02021318,Low Risk,47498.15,40471.2
O03954943,Low Risk,22492.31,19105.53
Q05045510,Low Risk,23326.61,19818.38
Q08559517,Low Risk,30579.2,26015.19
C06130359,Balanced,48454.93,37605.37
P02516684,High Growth,36825.99,24600.52
B05241671,Low Risk,11583.86,9785.06
T04902436,High Growth,59541.6,40035.68
N05784721,Low Risk,26033.53,22131.25
P07385745,High Growth,20538.32,13533.11
W05310621,Balanced,76583.5,59694.39
X07381244,High Growth,24820.15,16442.6
X07872653,Low Risk,41253.72,35135.79
P09956668,Balanced,27829.71,21408.63
E03659116,High Growth,45916.0,30777.14
W08332690,High Growth,18343.03,12041.42
I07682932,Balanced,16596.91,12587.65
K02521877,Balanced,36220.6,27997.9
T01605826,Low Risk,42987.83,36617.46
Z05103384,Low Risk,61612.29,52530.7
V08423841,Balanced,34360.77,26537.39
H01516001,High Growth,43458.66,29107.39
S06675595,High Growth,30779.76,20492.13
F06924549,Low Risk,26057.96,22152.12
O05154033,High Growth,43219.6,28944.95
C02378835,High Growth,29506.25,19626.78
V03492048,High Growth,52422.13,35198.03
H09211401,Low Risk,27270.84,23188.44
Q06478420,Low Risk,19700.58,16720.2
E00624469,Low Risk,37436.26,31874.05
D05291472,Balanced,28224.61,21718.74
I02845688,Low Risk,16670.04,14130.83
F00152340,Low Risk,28617.74,24339.27
C08103824,High Growth,31668.96,21096.33
D09405527,Low Risk,44117.77,37582.91
F05929866,High Growth,20649.37,13608.57
K01410077,Balanced,45198.97,35048.5
E00716218,Balanced,35893.6,27741.11
S02969502,High Growth,57460.73,38621.74
Z09210184,Low Risk,46889.53,39951.18
T04371728,High Growth,17603.9,11539.18
P00490825,Balanced,36193.74,27976.8
Z00511295,Low Risk,43611.64,37150.46
Q04186401,Low Risk,32953.72,28044.04
F01827019,Low Risk,14000.22,11849.66
Q05553231,High Growth,45492.47,30489.35
F00572167,Low Risk,19109.22,16214.93
V09403184,Low Risk,24420.46,20753.0
M02890830,High Growth,44377.61,29731.81
P07128102,Low Risk,29974.65,25498.65
K00858391,Balanced,20581.94,15717.05
C01979340,High Growth,40781.7,27288.41
J06731925,Low Risk,44231.89,37680.42
E05624414,High Growth,14534.18,9453.32
A08926847,High Growth,21861.06,14431.91
R02705317,High Growth,72747.16,49008.81
R02649054,Low Risk,23361.36,19848.07
W07957847,High Growth,27900.23,18535.5
B02454014,Low Risk,16173.83,13706.85
L00628745,High Growth,39288.65,26273.88
B02511282,High Growth,39177.44,26198.32
N04181517,High Growth,73890.11,49785.44
C01517538,Low Risk,22979.95,19522.19
P03976203,Balanced,39166.66,30311.4
C02316848,Balanced,150861.01,118023.61
T06746089,Low Risk,40475.42,34470.79
N04312823,Balanced,61537.11,47878.64
D09567559,Low Risk,69171.69,58989.65
V04891703,High Growth,45203.93,30293.29
S04147743,Balanced,62768.64,48845.75
M09409644,Balanced,43257.95,33524.24
V04473887,Low Risk,23541.97,20002.39
A08226336,Balanced,26749.44,20560.31
Z08531462,Balanced,51634.09,40101.92
F06172942,High Growth,12330.58,7955.98
B03383388,Balanced,54412.3,42283.62
X00478289,Balanced,60872.46,47356.7
X00738123,Low Risk,23882.7,20293.52
Y08050196,Low Risk,30645.92,26072.2
S03744617,High Growth,33165.84,22113.46
Q04466995,High Growth,40517.15,27108.64
W00378328,Balanced,24292.3,18630.75
G03053477,Balanced,11319.91,8443.69
X04678695,High Growth,16082.85,10505.64
N06208542,Low Risk,28080.33,23880.09
E05371507,High Growth,21358.95,14090.72
P08701249,Balanced,26159.84,20097.3
C04805692,High Growth,33838.93,22570.82
K06668658,Balanced,53465.92,41540.44
D00336019,High Growth,15857.25,10352.34
Z03448386,Low Risk,21432.1,18199.66
C02820303,High Growth,26455.51,17553.82
O01973223,Low Risk,38264.89,32582.05
D02633949,High Growth,46954.42,31482.74
S08996419,Low Risk,46120.9,39294.44
E06071793,High Growth,18804.52,12355.0
C07220224,Low Risk,20586.79,17477.4
J02758843,Balanced,27783.88,21372.64
I08415477,High Growth,21288.67,14042.97
I09156470,Low Risk,24524.53,20841.92
K00812307,Balanced,33410.78,25791.38
W07734583,Low Risk,19789.86,16796.49
H04147800,Balanced,60543.82,47098.62
K09872939,High Growth,26101.21,17313.07
I09991045,Low Risk,18962.57,16089.63
Q06615711,Balanced,76288.6,59462.81
K08483128,Low Risk,32617.01,27756.35
C03552094,Low Risk,14478.62,12258.42
V04654219,Balanced,19100.0,14553.3
Q05403265,Low Risk,54830.0,46735.73
M05872465,High Growth,31402.51,20915.28
